image,cve_id,package_name,installed_version,fixed_version,severity,detected_by,title
hyperledger/fabric-peer:1.1.0,CVE-2023-0286,libssl1.0.0,1.0.2g-1ubuntu4.10,No fix available,HIGH,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-0286,openssl,1.0.2g-1ubuntu4.10,No fix available,HIGH,grype,
hyperledger/fabric-peer:1.1.0,CVE-2022-3602,libssl1.0.0,1.0.2g-1ubuntu4.10,No fix available,HIGH,grype,
hyperledger/fabric-peer:1.1.0,CVE-2022-3602,openssl,1.0.2g-1ubuntu4.10,No fix available,HIGH,grype,
hyperledger/fabric-peer:1.1.0,CVE-2022-37434,zlib1g,1:1.2.8.dfsg-2ubuntu4.1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-2650,libssl1.0.0,1.0.2g-1ubuntu4.10,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-2650,openssl,1.0.2g-1ubuntu4.10,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-0494,wget,1.17.1-1ubuntu1.3,1.17.1-1ubuntu1.4,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-0732,libssl1.0.0,1.0.2g-1ubuntu4.10,1.0.2g-1ubuntu4.13,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-0732,openssl,1.0.2g-1ubuntu4.10,1.0.2g-1ubuntu4.13,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2022-3786,libssl1.0.0,1.0.2g-1ubuntu4.10,No fix available,HIGH,grype,
hyperledger/fabric-peer:1.1.0,CVE-2022-3786,openssl,1.0.2g-1ubuntu4.10,No fix available,HIGH,grype,
hyperledger/fabric-peer:1.1.0,CVE-2019-8457,libdb5.3,5.3.28-11ubuntu0.1,5.3.28-11ubuntu0.2,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-6246,libc-bin,2.23-0ubuntu10,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-6246,libc6,2.23-0ubuntu10,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-6246,multiarch-support,2.23-0ubuntu10,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2019-18276,bash,4.3-14ubuntu1.2,No fix available,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-0737,libssl1.0.0,1.0.2g-1ubuntu4.10,1.0.2g-1ubuntu4.13,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-0737,openssl,1.0.2g-1ubuntu4.10,1.0.2g-1ubuntu4.13,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-0739,libssl1.0.0,1.0.2g-1ubuntu4.10,1.0.2g-1ubuntu4.11,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-0739,openssl,1.0.2g-1ubuntu4.10,1.0.2g-1ubuntu4.11,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-12015,perl-base,5.22.1-9ubuntu0.2,5.22.1-9ubuntu0.5,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2022-3358,libssl1.0.0,1.0.2g-1ubuntu4.10,No fix available,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2022-3358,openssl,1.0.2g-1ubuntu4.10,No fix available,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2016-9841,zlib1g,1:1.2.8.dfsg-2ubuntu4.1,1:1.2.8.dfsg-2ubuntu4.3,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-18311,perl-base,5.22.1-9ubuntu0.2,5.22.1-9ubuntu0.6,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-18312,perl-base,5.22.1-9ubuntu0.2,5.22.1-9ubuntu0.6,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2016-3189,libbz2-1.0,1.0.6-8,1.0.6-8ubuntu0.1,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2019-9169,libc-bin,2.23-0ubuntu10,2.23-0ubuntu11.2,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2019-9169,libc6,2.23-0ubuntu10,2.23-0ubuntu11.2,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2019-9169,multiarch-support,2.23-0ubuntu10,2.23-0ubuntu11.2,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2022-48522,perl-base,5.22.1-9ubuntu0.2,No fix available,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2016-9840,zlib1g,1:1.2.8.dfsg-2ubuntu4.1,1:1.2.8.dfsg-2ubuntu4.3,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19188,libncurses5,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19188,libncursesw5,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19188,libtinfo5,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19188,ncurses-base,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19188,ncurses-bin,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2016-9842,zlib1g,1:1.2.8.dfsg-2ubuntu4.1,1:1.2.8.dfsg-2ubuntu4.3,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2016-9843,zlib1g,1:1.2.8.dfsg-2ubuntu4.1,1:1.2.8.dfsg-2ubuntu4.3,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2019-1559,libssl1.0.0,1.0.2g-1ubuntu4.10,1.0.2g-1ubuntu4.15,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2019-1559,openssl,1.0.2g-1ubuntu4.10,1.0.2g-1ubuntu4.15,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19185,libncurses5,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19186,libncurses5,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19187,libncurses5,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19185,libncursesw5,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19186,libncursesw5,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19187,libncursesw5,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19185,libtinfo5,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19186,libtinfo5,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19187,libtinfo5,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19185,ncurses-base,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19186,ncurses-base,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19187,ncurses-base,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19185,ncurses-bin,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19186,ncurses-bin,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19187,ncurses-bin,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19190,libncurses5,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19190,libncursesw5,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19190,libtinfo5,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19190,ncurses-base,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19190,ncurses-bin,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-18314,perl-base,5.22.1-9ubuntu0.2,5.22.1-9ubuntu0.6,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2021-3711,libssl1.0.0,1.0.2g-1ubuntu4.10,No fix available,HIGH,grype,
hyperledger/fabric-peer:1.1.0,CVE-2021-3711,openssl,1.0.2g-1ubuntu4.10,No fix available,HIGH,grype,
hyperledger/fabric-peer:1.1.0,CVE-2017-7526,gnupg,1.4.20-1ubuntu3.1,1.4.20-1ubuntu3.3,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2017-7526,gpgv,1.4.20-1ubuntu3.1,1.4.20-1ubuntu3.3,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-0734,libssl1.0.0,1.0.2g-1ubuntu4.10,1.0.2g-1ubuntu4.14,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-0734,openssl,1.0.2g-1ubuntu4.10,1.0.2g-1ubuntu4.14,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-18313,perl-base,5.22.1-9ubuntu0.2,5.22.1-9ubuntu0.6,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-6913,perl-base,5.22.1-9ubuntu0.2,5.22.1-9ubuntu0.3,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2017-7186,libpcre3,2:8.38-3.1,No fix available,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-26604,libsystemd0,229-4ubuntu21.1,No fix available,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-26604,libudev1,229-4ubuntu21.1,No fix available,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-26604,systemd,229-4ubuntu21.1,No fix available,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-26604,systemd-sysv,229-4ubuntu21.1,No fix available,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-1123,libprocps4,2:3.3.10-4ubuntu2.3,2:3.3.10-4ubuntu2.4,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-1123,procps,2:3.3.10-4ubuntu2.3,2:3.3.10-4ubuntu2.4,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2019-1551,libssl1.0.0,1.0.2g-1ubuntu4.10,1.0.2g-1ubuntu4.16,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2019-1551,openssl,1.0.2g-1ubuntu4.10,1.0.2g-1ubuntu4.16,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19189,libncurses5,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19189,libncursesw5,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19189,libtinfo5,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19189,ncurses-base,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-19189,ncurses-bin,6.0+20160213-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-10543,perl-base,5.22.1-9ubuntu0.2,5.22.1-9ubuntu0.9,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2022-40735,libssl1.0.0,1.0.2g-1ubuntu4.10,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2022-40735,openssl,1.0.2g-1ubuntu4.10,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-5363,libssl1.0.0,1.0.2g-1ubuntu4.10,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-5363,openssl,1.0.2g-1ubuntu4.10,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2017-6004,libpcre3,2:8.38-3.1,No fix available,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-6096,libc-bin,2.23-0ubuntu10,2.23-0ubuntu11.3,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-6096,libc6,2.23-0ubuntu10,2.23-0ubuntu11.3,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-6096,multiarch-support,2.23-0ubuntu10,2.23-0ubuntu11.3,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2019-5953,wget,1.17.1-1ubuntu1.3,1.17.1-1ubuntu1.5,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-12020,gnupg,1.4.20-1ubuntu3.1,1.4.20-1ubuntu3.2,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-12020,gpgv,1.4.20-1ubuntu3.1,1.4.20-1ubuntu3.2,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-6797,perl-base,5.22.1-9ubuntu0.2,5.22.1-9ubuntu0.3,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-15686,libsystemd0,229-4ubuntu21.1,229-4ubuntu21.8,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-15686,libudev1,229-4ubuntu21.1,229-4ubuntu21.8,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-15686,systemd,229-4ubuntu21.1,229-4ubuntu21.8,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-15686,systemd-sysv,229-4ubuntu21.1,229-4ubuntu21.8,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2019-17543,liblz4-1,0.0~r131-2ubuntu2,No fix available,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2019-12900,libbz2-1.0,1.0.6-8,1.0.6-8ubuntu0.1,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-2603,libcap2,1:2.24-12,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-2603,libcap2-bin,1:2.24-12,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-4806,libc-bin,2.23-0ubuntu10,No fix available,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-4806,libc6,2.23-0ubuntu10,No fix available,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-4806,multiarch-support,2.23-0ubuntu10,No fix available,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-6129,libssl1.0.0,1.0.2g-1ubuntu4.10,No fix available,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-6129,openssl,1.0.2g-1ubuntu4.10,No fix available,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-31484,perl-base,5.22.1-9ubuntu0.2,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-6798,perl-base,5.22.1-9ubuntu0.2,5.22.1-9ubuntu0.3,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-0401,libssl1.0.0,1.0.2g-1ubuntu4.10,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-0401,openssl,1.0.2g-1ubuntu4.10,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2019-9893,libseccomp2,2.3.1-2.1ubuntu2~16.04.1,2.4.1-0ubuntu0.16.04.2,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2019-1563,libssl1.0.0,1.0.2g-1ubuntu4.10,1.0.2g-1ubuntu4.16,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2019-1563,openssl,1.0.2g-1ubuntu4.10,1.0.2g-1ubuntu4.16,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2017-18269,libc-bin,2.23-0ubuntu10,2.23-0ubuntu11.2,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2017-18269,libc6,2.23-0ubuntu10,2.23-0ubuntu11.2,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2017-18269,multiarch-support,2.23-0ubuntu10,2.23-0ubuntu11.2,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-0216,libssl1.0.0,1.0.2g-1ubuntu4.10,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-0216,openssl,1.0.2g-1ubuntu4.10,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2021-3712,libssl1.0.0,1.0.2g-1ubuntu4.10,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2021-3712,openssl,1.0.2g-1ubuntu4.10,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-6485,libc-bin,2.23-0ubuntu10,2.23-0ubuntu11.2,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-6485,libc6,2.23-0ubuntu10,2.23-0ubuntu11.2,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-6485,multiarch-support,2.23-0ubuntu10,2.23-0ubuntu11.2,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-15688,libsystemd0,229-4ubuntu21.1,229-4ubuntu21.6,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-15688,libudev1,229-4ubuntu21.1,229-4ubuntu21.6,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-15688,systemd,229-4ubuntu21.1,229-4ubuntu21.6,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-15688,systemd-sysv,229-4ubuntu21.1,229-4ubuntu21.6,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2017-6512,perl-base,5.22.1-9ubuntu0.2,5.22.1-9ubuntu0.3,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2021-35942,libc-bin,2.23-0ubuntu10,No fix available,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2021-35942,libc6,2.23-0ubuntu10,No fix available,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2021-35942,multiarch-support,2.23-0ubuntu10,No fix available,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2022-1271,gzip,1.6-4ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-6779,libc-bin,2.23-0ubuntu10,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-6779,libc6,2.23-0ubuntu10,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-6779,multiarch-support,2.23-0ubuntu10,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-20839,libsystemd0,229-4ubuntu21.1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-20839,libudev1,229-4ubuntu21.1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-20839,systemd,229-4ubuntu21.1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-20839,systemd-sysv,229-4ubuntu21.1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2021-23841,libssl1.0.0,1.0.2g-1ubuntu4.10,1.0.2g-1ubuntu4.19,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2021-23841,openssl,1.0.2g-1ubuntu4.10,1.0.2g-1ubuntu4.19,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-11236,libc-bin,2.23-0ubuntu10,2.23-0ubuntu11.2,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-11236,libc6,2.23-0ubuntu10,2.23-0ubuntu11.2,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-11236,multiarch-support,2.23-0ubuntu10,2.23-0ubuntu11.2,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2017-17512,sensible-utils,0.0.9,0.0.9ubuntu0.16.04.1,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-3810,apt,1.2.25,1.2.32ubuntu0.1,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-3810,libapt-pkg5.0,1.2.25,1.2.32ubuntu0.1,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-11237,libc-bin,2.23-0ubuntu10,2.23-0ubuntu11.2,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-11237,libc6,2.23-0ubuntu10,2.23-0ubuntu11.2,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-11237,multiarch-support,2.23-0ubuntu10,2.23-0ubuntu11.2,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2022-39046,libc-bin,2.23-0ubuntu10,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2022-39046,libc6,2.23-0ubuntu10,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2022-39046,multiarch-support,2.23-0ubuntu10,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-3446,libssl1.0.0,1.0.2g-1ubuntu4.10,No fix available,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-3446,openssl,1.0.2g-1ubuntu4.10,No fix available,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-31486,perl-base,5.22.1-9ubuntu0.2,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2022-1304,e2fslibs,1.42.13-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2022-1304,e2fsprogs,1.42.13-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2022-1304,libcomerr2,1.42.13-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2022-1304,libss2,1.42.13-1ubuntu1,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-0464,libssl1.0.0,1.0.2g-1ubuntu4.10,No fix available,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-0464,openssl,1.0.2g-1ubuntu4.10,No fix available,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-1968,libssl1.0.0,1.0.2g-1ubuntu4.10,1.0.2g-1ubuntu4.17,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2020-1968,openssl,1.0.2g-1ubuntu4.10,1.0.2g-1ubuntu4.17,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2017-7244,libpcre3,2:8.38-3.1,No fix available,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-0217,libssl1.0.0,1.0.2g-1ubuntu4.10,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2023-0217,openssl,1.0.2g-1ubuntu4.10,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2022-4203,libssl1.0.0,1.0.2g-1ubuntu4.10,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2022-4203,openssl,1.0.2g-1ubuntu4.10,No fix available,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2019-13050,gnupg,1.4.20-1ubuntu3.1,No fix available,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2019-13050,gpgv,1.4.20-1ubuntu3.1,No fix available,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-1124,libprocps4,2:3.3.10-4ubuntu2.3,2:3.3.10-4ubuntu2.4,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2018-1124,procps,2:3.3.10-4ubuntu2.3,2:3.3.10-4ubuntu2.4,MEDIUM,grype,
hyperledger/fabric-peer:1.1.0,CVE-2019-25013,libc-bin,2.23-0ubuntu10,No fix available,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2019-25013,libc6,2.23-0ubuntu10,No fix available,LOW,grype,
hyperledger/fabric-peer:1.1.0,CVE-2019-25013,multiarch-support,2.23-0ubuntu10,No fix available,LOW,grype,
